"RecordType","ProposedWave","Module","Workspace","DiagnosticStatus","ModuleGate","CanonicalIssueId","Category","Severity","Priority","PriorityScore","Effort","IssueGateBlocked","CrossModule","Disposition","SourcePath","SourceSection","SourceItem"
"CanonicalConfirmedIssue","W2","X04A","X04A-runtime-configuration-secrets","APPROVED_DEGRADED","BLOCKED","X04A-SEC-002","Security","Critical","P0","86","M","true","B01/B05 consume the values","WAVE_2_SELECTED","docs/project-modular-diagnostics/X04A-runtime-configuration-secrets/issue.md","Ranked Confirmed Issues","X04A-SEC-002 Production can inherit unsafe base environment settings"
"CanonicalConfirmedIssue","","X04A","X04A-runtime-configuration-secrets","APPROVED_DEGRADED","BLOCKED","X04A-SEC-003","Security","Low","P3","34","S","true","B01 owns OAuth behavior","DEPENDENCY_OR_BASELINE_PREREQUISITE","docs/project-modular-diagnostics/X04A-runtime-configuration-secrets/issue.md","Ranked Confirmed Issues","X04A-SEC-003 Static OAuth state remains in config although runtime uses generated state"
"NonActionableObservation","","X04A","X04A-runtime-configuration-secrets","APPROVED_DEGRADED","BLOCKED","","","","","","","","","NON_ACTIONABLE_SOURCE_ONLY","docs/project-modular-diagnostics/X04A-runtime-configuration-secrets/issue.md","Deleted Or Rejected Candidates","Publish script checklist warnings are X04B evidence, not X04A owner files."
"NonActionableObservation","","X04A","X04A-runtime-configuration-secrets","APPROVED_DEGRADED","BLOCKED","","","","","","","","","NON_ACTIONABLE_SOURCE_ONLY","docs/project-modular-diagnostics/X04A-runtime-configuration-secrets/issue.md","Deleted Or Rejected Candidates","Session password model fields are not X04A unless sourced from runtime config."
"NonActionableObservation","","X04A","X04A-runtime-configuration-secrets","APPROVED_DEGRADED","BLOCKED","","","","","","","","","NON_ACTIONABLE_SOURCE_ONLY","docs/project-modular-diagnostics/X04A-runtime-configuration-secrets/issue.md","Deleted Or Rejected Candidates","Theme palette values are X03/UI concerns unless they affect config schema validation."
"CanonicalConfirmedIssue","","X04B","X04B-deployment-package-sources","DEGRADED_REVIEW_PENDING","BLOCKED","X04B-EXT-001","Extraction","Medium","P2","58","M","true","F01A, X04A, X01, X03","CLAUDE_REVIEW_PREREQUISITE","docs/project-modular-diagnostics/X04B-deployment-package-sources/issue.md","Ranked Confirmed Issues","X04B-EXT-001 Deployment Validation Should Be Extracted Into A Reusable Audit Module"
"CanonicalConfirmedIssue","","X04B","X04B-deployment-package-sources","DEGRADED_REVIEW_PENDING","BLOCKED","X04B-PERF-001","Performance","Medium","P2","64","M","true","F01A for release command registration","CLAUDE_REVIEW_PREREQUISITE","docs/project-modular-diagnostics/X04B-deployment-package-sources/issue.md","Ranked Confirmed Issues","X04B-PERF-001 Publish Script Sprawl Wastes Build/Publish IO And Hides Canonical Release Path"
"CanonicalConfirmedIssue","","X04B","X04B-deployment-package-sources","DEGRADED_REVIEW_PENDING","BLOCKED","X04B-PERF-002","Performance","Medium","P2","61","M","true","X03 for shared static assets","CLAUDE_REVIEW_PREREQUISITE","docs/project-modular-diagnostics/X04B-deployment-package-sources/issue.md","Ranked Confirmed Issues","X04B-PERF-002 Publish Package Lacks Size, Duplicate, And Overbroad Content Budget"
"CanonicalConfirmedIssue","","X04B","X04B-deployment-package-sources","DEGRADED_REVIEW_PENDING","BLOCKED","X04B-SEC-001","Security","High","P1","80","S","true","F01A for pipeline integration","CLAUDE_REVIEW_PREREQUISITE","docs/project-modular-diagnostics/X04B-deployment-package-sources/issue.md","Ranked Confirmed Issues","X04B-SEC-001 Local Package Source Drift Makes Restore Non-Reproducible"
"CanonicalConfirmedIssue","","X04B","X04B-deployment-package-sources","DEGRADED_REVIEW_PENDING","BLOCKED","X04B-SEC-002","Security","Medium","P1","72","XS","true","X04A for environment schema","CLAUDE_REVIEW_PREREQUISITE","docs/project-modular-diagnostics/X04B-deployment-package-sources/issue.md","Ranked Confirmed Issues","X04B-SEC-002 Development Launch Settings Are Explicit Publish Content"
"CanonicalConfirmedIssue","","X04B","X04B-deployment-package-sources","DEGRADED_REVIEW_PENDING","BLOCKED","X04B-SEC-003","Security","High","P1","78","M","true","X04A for secret-key taxonomy; X01 for deployment smoke","CLAUDE_REVIEW_PREREQUISITE","docs/project-modular-diagnostics/X04B-deployment-package-sources/issue.md","Ranked Confirmed Issues","X04B-SEC-003 Release Output Has No Automated Secret/Debug/Private-Path Artifact Audit"
"NonActionableObservation","","X04B","X04B-deployment-package-sources","DEGRADED_REVIEW_PENDING","BLOCKED","","","","","","","","","NON_ACTIONABLE_SOURCE_ONLY","docs/project-modular-diagnostics/X04B-deployment-package-sources/issue.md","Deleted Or Rejected Candidates","Literal committed secret in X04B-owned files: rejected. Targeted inspection found secret-related checklist labels but no actual token, password, or API key value in the X04B package-source files."
"NonActionableObservation","","X04B","X04B-deployment-package-sources","DEGRADED_REVIEW_PENDING","BLOCKED","","","","","","","","","NON_ACTIONABLE_SOURCE_ONLY","docs/project-modular-diagnostics/X04B-deployment-package-sources/issue.md","Deleted Or Rejected Candidates","Measured runtime performance regression: rejected. Current evidence supports static package/build I/O risks, not measured runtime latency or CPU regression."
"NonActionableObservation","","X04B","X04B-deployment-package-sources","DEGRADED_REVIEW_PENDING","BLOCKED","","","","","","","","","NON_ACTIONABLE_SOURCE_ONLY","docs/project-modular-diagnostics/X04B-deployment-package-sources/issue.md","Deleted Or Rejected Candidates","Moving runtime configuration ownership into X04B: rejected. X04A remains owner of runtime configuration and secrets."
"CanonicalConfirmedIssue","","F02","F02-dataverse-connection-foundation","DEGRADED_REVIEW_PENDING","BLOCKED","F02-EXT-001","Extraction","Medium","P1","73","L","true","F03A/F03Q/X01/X02C consumer migration","CLAUDE_REVIEW_PREREQUISITE","docs/project-modular-diagnostics/F02-dataverse-connection-foundation/issue.md","Ranked Confirmed Issues","F02-EXT-001 Construction Collapses Discovery, Authentication, Transport, And Lifetime"
"CanonicalConfirmedIssue","","F02","F02-dataverse-connection-foundation","DEGRADED_REVIEW_PENDING","BLOCKED","F02-PERF-001","Performance","Medium","P1","75","M","true","F03A/F03Q consumers; X01 pool lifetime","CLAUDE_REVIEW_PREREQUISITE","docs/project-modular-diagnostics/F02-dataverse-connection-foundation/issue.md","Ranked Confirmed Issues","F02-PERF-001 The Public Client Cannot Release Its Channel And Authentication Resources"
"CanonicalConfirmedIssue","","F02","F02-dataverse-connection-foundation","DEGRADED_REVIEW_PENDING","BLOCKED","F02-PERF-002","Performance","Medium","P1","71","M","true","F03A pool; X01 startup","CLAUDE_REVIEW_PREREQUISITE","docs/project-modular-diagnostics/F02-dataverse-connection-foundation/issue.md","Ranked Confirmed Issues","F02-PERF-002 Every Client Construction Repeats Synchronous Metadata Discovery"
"CanonicalConfirmedIssue","","F02","F02-dataverse-connection-foundation","DEGRADED_REVIEW_PENDING","BLOCKED","F02-SEC-001","Security","High","P1","75","M","true","X01 availability; X04A endpoint policy","CLAUDE_REVIEW_PREREQUISITE","docs/project-modular-diagnostics/F02-dataverse-connection-foundation/issue.md","Ranked Confirmed Issues","F02-SEC-001 Remote Metadata And Authentication Responses Lack Bounded Resource Policy"
"CanonicalConfirmedIssue","","F02","F02-dataverse-connection-foundation","DEGRADED_REVIEW_PENDING","BLOCKED","F02-SEC-002","Security","Medium","P2","63","S","true","X04A approved endpoint policy","CLAUDE_REVIEW_PREREQUISITE","docs/project-modular-diagnostics/F02-dataverse-connection-foundation/issue.md","Ranked Confirmed Issues","F02-SEC-002 Remote Metadata Can Redirect Discovery Outside The Configured Origin"
"NonActionableObservation","","F02","F02-dataverse-connection-foundation","DEGRADED_REVIEW_PENDING","BLOCKED","","","","","","","","","NON_ACTIONABLE_SOURCE_ONLY","docs/project-modular-diagnostics/F02-dataverse-connection-foundation/issue.md","Deleted Or Rejected Candidates","Business-query N+1 belongs to F02: rejected by map ownership."
"NonActionableObservation","","F02","F02-dataverse-connection-foundation","DEGRADED_REVIEW_PENDING","BLOCKED","","","","","","","","","NON_ACTIONABLE_SOURCE_ONLY","docs/project-modular-diagnostics/F02-dataverse-connection-foundation/issue.md","Deleted Or Rejected Candidates","Current CallerId cross-user leakage: rejected; no current external assignment or parallel-retrieve caller was found."
"NonActionableObservation","","F02","F02-dataverse-connection-foundation","DEGRADED_REVIEW_PENDING","BLOCKED","","","","","","","","","NON_ACTIONABLE_SOURCE_ONLY","docs/project-modular-diagnostics/F02-dataverse-connection-foundation/issue.md","Deleted Or Rejected Candidates","Every request rebuilds a client: rejected; the host pools clients."
"NonActionableObservation","","F02","F02-dataverse-connection-foundation","DEGRADED_REVIEW_PENDING","BLOCKED","","","","","","","","","NON_ACTIONABLE_SOURCE_ONLY","docs/project-modular-diagnostics/F02-dataverse-connection-foundation/issue.md","Deleted Or Rejected Candidates","Exceptions log passwords/tokens: rejected; reviewed messages include endpoint data, not credential/token values."
"NonActionableObservation","","F02","F02-dataverse-connection-foundation","DEGRADED_REVIEW_PENDING","BLOCKED","","","","","","","","","NON_ACTIONABLE_SOURCE_ONLY","docs/project-modular-diagnostics/F02-dataverse-connection-foundation/issue.md","Deleted Or Rejected Candidates","Missing retry proves waste or insecurity: rejected without a reachable amplification/replay failure."
"NonActionableObservation","","F02","F02-dataverse-connection-foundation","DEGRADED_REVIEW_PENDING","BLOCKED","","","","","","","","","NON_ACTIONABLE_SOURCE_ONLY","docs/project-modular-diagnostics/F02-dataverse-connection-foundation/issue.md","Deleted Or Rejected Candidates","NSspi is the current net10 authentication path and leaks handles: rejected; current compilation selects `NegotiateAuthentication`, and NSspi generally owns SafeHandle/disposal paths."
"NonActionableObservation","","F02","F02-dataverse-connection-foundation","DEGRADED_REVIEW_PENDING","BLOCKED","","","","","","","","","NON_ACTIONABLE_SOURCE_ONLY","docs/project-modular-diagnostics/F02-dataverse-connection-foundation/issue.md","Deleted Or Rejected Candidates","NSspi standalone project is a current runtime defect: rejected; retained as a dormant project-lifecycle decision because no current gate was run."
"NonActionableObservation","","F02","F02-dataverse-connection-foundation","DEGRADED_REVIEW_PENDING","BLOCKED","","","","","","","","","NON_ACTIONABLE_SOURCE_ONLY","docs/project-modular-diagnostics/F02-dataverse-connection-foundation/issue.md","Deleted Or Rejected Candidates","SHA-1/HMAC-SHA1 protocol use is automatically Critical: rejected; protocol compatibility and authenticator validation were considered."
"CanonicalConfirmedIssue","","F03A","F03A-crm-operations-library","DEGRADED_REVIEW_PENDING","BLOCKED","F03A-EXT-001","Extraction","High","P1","78","M","true","F03Q compatibility facade; F03B project dependency; X01 host DI","CLAUDE_REVIEW_PREREQUISITE","docs/project-modular-diagnostics/F03A-crm-operations-library/issue.md","Ranked Confirmed Issues","F03A-EXT-001 CRM Operations Have Typed Services But No Independent Composition Boundary"
"CanonicalConfirmedIssue","","F03A","F03A-crm-operations-library","DEGRADED_REVIEW_PENDING","BLOCKED","F03A-PERF-001","Performance","High","P1","75","M","true","F02 async client capability; X02C future load measurement","CLAUDE_REVIEW_PREREQUISITE","docs/project-modular-diagnostics/F03A-crm-operations-library/issue.md","Ranked Confirmed Issues","F03A-PERF-001 Async-Labeled APIs Execute Synchronous CRM I/O"
"CanonicalConfirmedIssue","","F03A","F03A-crm-operations-library","DEGRADED_REVIEW_PENDING","BLOCKED","F03A-PERF-002","Performance","Medium","P1","72","L","true","B01-B06C consumers must declare required projections","CLAUDE_REVIEW_PREREQUISITE","docs/project-modular-diagnostics/F03A-crm-operations-library/issue.md","Ranked Confirmed Issues","F03A-PERF-002 Query Defaults Systemically Retrieve Every CRM Column"
"CanonicalConfirmedIssue","","F03A","F03A-crm-operations-library","DEGRADED_REVIEW_PENDING","BLOCKED","F03A-SEC-001","Security","High","P0","88","S","true","X04A secret injection and rotation","CLAUDE_REVIEW_PREREQUISITE","docs/project-modular-diagnostics/F03A-crm-operations-library/issue.md","Ranked Confirmed Issues","F03A-SEC-001 Active CRM Connection Falls Back To A Repository Credential"
"CanonicalConfirmedIssue","","F03A","F03A-crm-operations-library","DEGRADED_REVIEW_PENDING","BLOCKED","F03A-SEC-002","Security","High","P1","82","L","true","B01 authorization/session; B02 member data; X02A cache policy","CLAUDE_REVIEW_PREREQUISITE","docs/project-modular-diagnostics/F03A-crm-operations-library/issue.md","Ranked Confirmed Issues","F03A-SEC-002 Contact Authentication Uses Plaintext CRM Passwords And Returns The Full Contact"
"NonActionableObservation","","F03A","F03A-crm-operations-library","DEGRADED_REVIEW_PENDING","BLOCKED","","","","","","","","","NON_ACTIONABLE_SOURCE_ONLY","docs/project-modular-diagnostics/F03A-crm-operations-library/issue.md","Deleted Or Rejected Candidates","Attachment size/MIME/authorization: not promoted because no production consumer was found. B-module authorization remains a handoff if the API is exposed."
"NonActionableObservation","","F03A","F03A-crm-operations-library","DEGRADED_REVIEW_PENDING","BLOCKED","","","","","","","","","NON_ACTIONABLE_SOURCE_ONLY","docs/project-modular-diagnostics/F03A-crm-operations-library/issue.md","Deleted Or Rejected Candidates","Connection-pool leak: rejected. `CrmConnectionPool` bounds acquisition, validates/removes connections, disposes its timer/semaphore, and disposes pooled clients."
"NonActionableObservation","","F03A","F03A-crm-operations-library","DEGRADED_REVIEW_PENDING","BLOCKED","","","","","","","","","NON_ACTIONABLE_SOURCE_ONLY","docs/project-modular-diagnostics/F03A-crm-operations-library/issue.md","Deleted Or Rejected Candidates","Contact authentication cache poisoning: not confirmed in the active facade path because F03Q constructs `ContactService` without a cache. The optional overload keys by account only and must be corrected before any future cache wiring."
"NonActionableObservation","","F03A","F03A-crm-operations-library","DEGRADED_REVIEW_PENDING","BLOCKED","","","","","","","","","NON_ACTIONABLE_SOURCE_ONLY","docs/project-modular-diagnostics/F03A-crm-operations-library/issue.md","Deleted Or Rejected Candidates","Cross-user singleton leakage: rejected. A process-wide singleton is present, but no mutable per-user F03A field was proved; F03Q mixed state is outside this owner."
"NonActionableObservation","","F03A","F03A-crm-operations-library","DEGRADED_REVIEW_PENDING","BLOCKED","","","","","","","","","NON_ACTIONABLE_SOURCE_ONLY","docs/project-modular-diagnostics/F03A-crm-operations-library/issue.md","Deleted Or Rejected Candidates","MarketingListService per-member `Task.Run`: rejected as a separate confirmed issue because no current consumer was found and the facade uses `ListService`, which batches SDK requests. Its blocking behavior is covered by F03A-PERF-001 where reachable."
"NonActionableObservation","","F03A","F03A-crm-operations-library","DEGRADED_REVIEW_PENDING","BLOCKED","","","","","","","","","NON_ACTIONABLE_SOURCE_ONLY","docs/project-modular-diagnostics/F03A-crm-operations-library/issue.md","Deleted Or Rejected Candidates","Unescaped FetchXML in appointment, lesson, fee, meeting-statistics, and present-record helpers: rejected as a confirmed injection issue because direct attacker-controlled reachability was not established. The reachable donation contact search escapes every user value at `ContactService.cs:287-303` and caps results at 100."
"CanonicalConfirmedIssue","","F03B","F03B-toolutility-line-adapter","APPROVED_DEGRADED","BLOCKED","F03B-EXT-001","Extraction","High","P1","81","M","true","F03A, F03Q, F04, F06","DEPENDENCY_OR_BASELINE_PREREQUISITE","docs/project-modular-diagnostics/F03B-toolutility-line-adapter/issue.md","Ranked Confirmed Issues","F03B-EXT-001 The Adapter Has Fragmented Transport And Duplicate Audit Contracts"
"CanonicalConfirmedIssue","","F03B","F03B-toolutility-line-adapter","APPROVED_DEGRADED","BLOCKED","F03B-EXT-002","Extraction","High","P1","79","M","true","B07 consumer; F06 result/failure classification","DEPENDENCY_OR_BASELINE_PREREQUISITE","docs/project-modular-diagnostics/F03B-toolutility-line-adapter/issue.md","Ranked Confirmed Issues","F03B-EXT-002 Failure Semantics Are Inconsistent And The Consumer Drops Tasks"
"CanonicalConfirmedIssue","","F03B","F03B-toolutility-line-adapter","APPROVED_DEGRADED","BLOCKED","F03B-PERF-001","Performance","High","P1","79","M","true","F03A batching/query; X02C runtime measurement","DEPENDENCY_OR_BASELINE_PREREQUISITE","docs/project-modular-diagnostics/F03B-toolutility-line-adapter/issue.md","Ranked Confirmed Issues","F03B-PERF-001 Multicast Performs Serial Per-Recipient CRM I/O Before One LINE Request"
"CanonicalConfirmedIssue","","F03B","F03B-toolutility-line-adapter","APPROVED_DEGRADED","BLOCKED","F03B-PERF-002","Performance","Medium","P1","72","M","true","B07 composition; F04 client contract; X01 DI lifetime","DEPENDENCY_OR_BASELINE_PREREQUISITE","docs/project-modular-diagnostics/F03B-toolutility-line-adapter/issue.md","Ranked Confirmed Issues","F03B-PERF-002 Concrete Client Ownership Leaves The Current Consumer With An Undisposed Internal HttpClient"
"CanonicalConfirmedIssue","","F03B","F03B-toolutility-line-adapter","APPROVED_DEGRADED","BLOCKED","F03B-SEC-001","Security","High","P0","89","M","true","F03A audit persistence; B07/B03 data policy; X04A privacy policy","DEPENDENCY_OR_BASELINE_PREREQUISITE","docs/project-modular-diagnostics/F03B-toolutility-line-adapter/issue.md","Ranked Confirmed Issues","F03B-SEC-001 Full Recipient And Message Data Is Persisted Before Delivery"
"NonActionableObservation","","F03B","F03B-toolutility-line-adapter","APPROVED_DEGRADED","BLOCKED","","","","","","","","","NON_ACTIONABLE_SOURCE_ONLY","docs/project-modular-diagnostics/F03B-toolutility-line-adapter/issue.md","Deleted Or Rejected Candidates","`LineMessageService` null organization service: constructor lacks a guard at `ToolUtility/LineMessaging/LineMessageService.cs:28`, but the active F03Q wiring supplies its service. The larger contract/test mismatch is covered by F03B-EXT-001 and the gate."
"NonActionableObservation","","F03B","F03B-toolutility-line-adapter","APPROVED_DEGRADED","BLOCKED","","","","","","","","","NON_ACTIONABLE_SOURCE_ONLY","docs/project-modular-diagnostics/F03B-toolutility-line-adapter/issue.md","Deleted Or Rejected Candidates","Active RichMenu cross-user deletion: not promoted because no current caller of the F03B method was found. Retire or delegate it to F07 before future use."
"NonActionableObservation","","F03B","F03B-toolutility-line-adapter","APPROVED_DEGRADED","BLOCKED","","","","","","","","","NON_ACTIONABLE_SOURCE_ONLY","docs/project-modular-diagnostics/F03B-toolutility-line-adapter/issue.md","Deleted Or Rejected Candidates","Channel access token leakage in F03B: rejected. No F03B source stores or logs a token; configuration/token ownership is outside this leaf."
"NonActionableObservation","","F03B","F03B-toolutility-line-adapter","APPROVED_DEGRADED","BLOCKED","","","","","","","","","NON_ACTIONABLE_SOURCE_ONLY","docs/project-modular-diagnostics/F03B-toolutility-line-adapter/issue.md","Deleted Or Rejected Candidates","Duplicate JSON serialization: rejected. F04 serializes typed push/multicast once per request."
"NonActionableObservation","","F03B","F03B-toolutility-line-adapter","APPROVED_DEGRADED","BLOCKED","","","","","","","","","NON_ACTIONABLE_SOURCE_ONLY","docs/project-modular-diagnostics/F03B-toolutility-line-adapter/issue.md","Deleted Or Rejected Candidates","Per-message CRM client creation: rejected. `ToolUtilityFactory` returns one singleton after initialization."
"NonActionableObservation","","F03B","F03B-toolutility-line-adapter","APPROVED_DEGRADED","BLOCKED","","","","","","","","","NON_ACTIONABLE_SOURCE_ONLY","docs/project-modular-diagnostics/F03B-toolutility-line-adapter/issue.md","Deleted Or Rejected Candidates","RichMenu orphan creation: not promoted as active because the F03B method is unreferenced; the create-before-file-read sequence remains documented."
"CanonicalConfirmedIssue","","F03Q","F03Q-toolutility-mixed-facade-quarantine","DEGRADED_REVIEW_PENDING","QUARANTINE","F03Q-EXT-001","Extraction","High","P1","79","M","true","F03A CRM operations; F03B LINE adapter; F02/F04 dependencies","QUARANTINE_ACTION_ONLY","docs/project-modular-diagnostics/F03Q-toolutility-mixed-facade-quarantine/issue.md","Ranked Confirmed Issues","F03Q-EXT-001 The Facade Is A Mixed Compatibility Boundary, Not A Cohesive Contract"
"CanonicalConfirmedIssue","","F03Q","F03Q-toolutility-mixed-facade-quarantine","DEGRADED_REVIEW_PENDING","QUARANTINE","F03Q-EXT-002","Extraction","Medium","P2","63","S","true","F01D test container; F03A CRM fake; F03B LINE behavior","QUARANTINE_ACTION_ONLY","docs/project-modular-diagnostics/F03Q-toolutility-mixed-facade-quarantine/issue.md","Ranked Confirmed Issues","F03Q-EXT-002 The F03Q Integration Test Is Invalid And Protects The Wrong LINE Path"
"CanonicalConfirmedIssue","","F03Q","F03Q-toolutility-mixed-facade-quarantine","DEGRADED_REVIEW_PENDING","QUARANTINE","F03Q-PERF-001","Performance","Medium","P2","57","M","true","F03A connection consumers; F02 client ownership; X01 lifetime","QUARANTINE_ACTION_ONLY","docs/project-modular-diagnostics/F03Q-toolutility-mixed-facade-quarantine/issue.md","Ranked Confirmed Issues","F03Q-PERF-001 Connection Switching Orphans Initialized Services And Races Shared State"
"CanonicalConfirmedIssue","","F03Q","F03Q-toolutility-mixed-facade-quarantine","DEGRADED_REVIEW_PENDING","QUARANTINE","F03Q-SEC-001","Security","High","P1","79","XS","true","F03A active connection path; X04A secret injection and rotation","QUARANTINE_ACTION_ONLY","docs/project-modular-diagnostics/F03Q-toolutility-mixed-facade-quarantine/issue.md","Ranked Confirmed Issues","F03Q-SEC-001 The Quarantined Facade Retains A Plaintext CRM Credential In Source"
"NonActionableObservation","","F03Q","F03Q-toolutility-mixed-facade-quarantine","DEGRADED_REVIEW_PENDING","QUARANTINE","","","","","","","","","NON_ACTIONABLE_SOURCE_ONLY","docs/project-modular-diagnostics/F03Q-toolutility-mixed-facade-quarantine/issue.md","Deleted Or Rejected Candidates","Claiming all eager CRM/LINE work occurs at construction: rejected. The service objects are lazy. The confirmed coupling is field/contract/lifetime coupling, not eager network I/O."
"NonActionableObservation","","F03Q","F03Q-toolutility-mixed-facade-quarantine","DEGRADED_REVIEW_PENDING","QUARANTINE","","","","","","","","","NON_ACTIONABLE_SOURCE_ONLY","docs/project-modular-diagnostics/F03Q-toolutility-mixed-facade-quarantine/issue.md","Deleted Or Rejected Candidates","Cross-user or cross-tenant leakage from the singleton alone: rejected as a confirmed issue. No per-user mutable field was found in the F03Q-owned file, and no current repository caller of the public connection-switch methods was found. F03Q-PERF-001 is limited to the behavior when that public API is used."
"NonActionableObservation","","F03Q","F03Q-toolutility-mixed-facade-quarantine","DEGRADED_REVIEW_PENDING","QUARANTINE","","","","","","","","","NON_ACTIONABLE_SOURCE_ONLY","docs/project-modular-diagnostics/F03Q-toolutility-mixed-facade-quarantine/issue.md","Deleted Or Rejected Candidates","Direct LINE transport inside `ToolUtilityFacade`: rejected. Its `ILineMessageService` writes a CRM entity; it does not call the LINE HTTP API."
"NonActionableObservation","","F03Q","F03Q-toolutility-mixed-facade-quarantine","DEGRADED_REVIEW_PENDING","QUARANTINE","","","","","","","","","NON_ACTIONABLE_SOURCE_ONLY","docs/project-modular-diagnostics/F03Q-toolutility-mixed-facade-quarantine/issue.md","Deleted Or Rejected Candidates","Immediate deletion of `ToolUtilityFacade`: rejected. Many `ToolUtilityClass` partials depend on it, and no repaired provider/consumer gate exists."
"NonActionableObservation","","F03Q","F03Q-toolutility-mixed-facade-quarantine","DEGRADED_REVIEW_PENDING","QUARANTINE","","","","","","","","","NON_ACTIONABLE_SOURCE_ONLY","docs/project-modular-diagnostics/F03Q-toolutility-mixed-facade-quarantine/issue.md","Deleted Or Rejected Candidates","LINE message content leakage: rejected as a confirmed security issue. The production F03B path stores user ID, subject, and message in CRM, but the repository does not provide a retention, authorization, or data-classification contract proving that persistence is unauthorized. This remains an F03B/B07 policy handoff."
"NonActionableObservation","","F03Q","F03Q-toolutility-mixed-facade-quarantine","DEGRADED_REVIEW_PENDING","QUARANTINE","","","","","","","","","NON_ACTIONABLE_SOURCE_ONLY","docs/project-modular-diagnostics/F03Q-toolutility-mixed-facade-quarantine/issue.md","Deleted Or Rejected Candidates","Treating `ToolUtility/Core/ToolUtilityFacade.Metadata.cs` as F03Q-owned: rejected. It is CRM-only and falls under the F03A default because the map exception names only `ToolUtilityFacade.cs`."
"CanonicalConfirmedIssue","","F04","F04-line-messaging-sdk","APPROVED_DEGRADED","BLOCKED","F04-EXT-001","Extraction","High","P1","84","M","true","F03B/F05A/F06 delivery-result consumers","DEPENDENCY_OR_BASELINE_PREREQUISITE","docs/project-modular-diagnostics/F04-line-messaging-sdk/issue.md","Ranked Confirmed Issues","F04-EXT-001 Retry Semantics Are Invalid And Incomplete"
"CanonicalConfirmedIssue","","F04","F04-line-messaging-sdk","APPROVED_DEGRADED","BLOCKED","F04-EXT-002","Extraction","High","P1","82","M","true","F05A/F06/B07 webhook and mark-as-read consumers","DEPENDENCY_OR_BASELINE_PREREQUISITE","docs/project-modular-diagnostics/F04-line-messaging-sdk/issue.md","Ranked Confirmed Issues","F04-EXT-002 Webhook Models Drop Provider Identity And Redelivery Contracts"
"CanonicalConfirmedIssue","","F04","F04-line-messaging-sdk","APPROVED_DEGRADED","BLOCKED","F04-EXT-003","Extraction","High","P1","78","M","true","F05A/F06/F07 error normalization","DEPENDENCY_OR_BASELINE_PREREQUISITE","docs/project-modular-diagnostics/F04-line-messaging-sdk/issue.md","Ranked Confirmed Issues","F04-EXT-003 Error Contracts Are Inconsistent And LIFF Delete Ignores Failure"
"CanonicalConfirmedIssue","","F04","F04-line-messaging-sdk","APPROVED_DEGRADED","BLOCKED","F04-EXT-004","Extraction","Medium","P1","70","M","true","F05A/F07 API consumers","DEPENDENCY_OR_BASELINE_PREREQUISITE","docs/project-modular-diagnostics/F04-line-messaging-sdk/issue.md","Ranked Confirmed Issues","F04-EXT-004 Public Interfaces Advertise Placeholder Operations As Supported"
"CanonicalConfirmedIssue","","F04","F04-line-messaging-sdk","APPROVED_DEGRADED","BLOCKED","F04-EXT-005","Extraction","Medium","P1","71","S","true","F01A/F01D project/test governance; F05A test ownership","DEPENDENCY_OR_BASELINE_PREREQUISITE","docs/project-modular-diagnostics/F04-line-messaging-sdk/issue.md","Ranked Confirmed Issues","F04-EXT-005 Duplicate Project And Cross-Owned Test Definitions Split The Canonical Boundary"
"CanonicalConfirmedIssue","","F04","F04-line-messaging-sdk","APPROVED_DEGRADED","BLOCKED","F04-PERF-001","Performance","High","P1","82","M","true","F05A/F07/B07 media consumers; X02C measurement","DEPENDENCY_OR_BASELINE_PREREQUISITE","docs/project-modular-diagnostics/F04-line-messaging-sdk/issue.md","Ranked Confirmed Issues","F04-PERF-001 Stream APIs Buffer Full Media Bodies And Transport Objects Are Not Disposed"
"CanonicalConfirmedIssue","","F04","F04-line-messaging-sdk","APPROVED_DEGRADED","BLOCKED","F04-PERF-002","Performance","Medium","P1","74","L","true","all F04 consumers; F05B/X01 request lifetime","DEPENDENCY_OR_BASELINE_PREREQUISITE","docs/project-modular-diagnostics/F04-line-messaging-sdk/issue.md","Ranked Confirmed Issues","F04-PERF-002 The Public Async Surface Cannot Propagate Cancellation"
"CanonicalConfirmedIssue","","F04","F04-line-messaging-sdk","APPROVED_DEGRADED","BLOCKED","F04-SEC-001","Security","High","P0","86","M","true","F05B/X01 composition; X04A token/configuration policy","DEPENDENCY_OR_BASELINE_PREREQUISITE","docs/project-modular-diagnostics/F04-line-messaging-sdk/issue.md","Ranked Confirmed Issues","F04-SEC-001 Shared HttpClient Authorization State Can Bleed Across Channel Clients"
"CanonicalConfirmedIssue","","F04","F04-line-messaging-sdk","APPROVED_DEGRADED","BLOCKED","F04-SEC-002","Security","High","P1","78","M","true","F05B/X01 host request limits","DEPENDENCY_OR_BASELINE_PREREQUISITE","docs/project-modular-diagnostics/F04-line-messaging-sdk/issue.md","Ranked Confirmed Issues","F04-SEC-002 Webhook Authentication Fully Buffers Unbounded Input Before Verification"
"NonActionableObservation","","F04","F04-line-messaging-sdk","APPROVED_DEGRADED","BLOCKED","","","","","","","","","NON_ACTIONABLE_SOURCE_ONLY","docs/project-modular-diagnostics/F04-line-messaging-sdk/issue.md","Deleted Or Rejected Candidates","`Headers.GetValues` on a missing signature throws a framework exception rather than `InvalidSignatureException`: retained only as a validation case under F04-SEC-002, not a separate security bypass because the request fails."
